"","country","year","countryn","cabinet_name","govern","sstran","openc","unemp","elderly","deindust","GDP_head_o","realgdpgr","inflation","gov_left2_m","instcons","fed","vturn","duration","succession","cs1","cs2","per504_505_g","soci","chri","ecol","libe","cons","oldage_pmp","health_pmp","almp_pmp","unemp_pmp","educ_gdp","ud","Debt_GDP","debt","deficit","adjustdef","interest","grossu","netu","adjcov","COUNTRY.ABBREV","CCODE","ISOCODE","TOTGEN","UEGEN","SKGEN","PGEN","APWWage","US100","UC1000","SS100","SC1000","MPS100","MPC1000","SPS100","SPC1000","UEQUAL","UEDUR","UEWAIT","UECOV","SICKQUAL","SICKDUR","SICKWAIT","SICKCOV","PQUAL","PFUND","AVGPER","PENCOV","MRET","FRET","LEXP65"
"364","Greece",1997,9,"Simitis II",908,14.034610748291,49.5003395080566,10.2359800338745,15.7066898345947,57.69418,17.312958984375,3.63760828971863,5.53600311279297,100,2,0,78.6999969482422,1297,0,1997,16.5118350982666,9.59771969169378,1,0,0,0,0,9.60000038146973,4.5,0.300000011920929,0.400000005960464,NA,29.7999992370605,105.220001220703,100.029098510742,2.04589486122131,2.87050199508667,9.91833305358887,NA,629.099975585938,NA,"GRC",19,300,26.8,6.3,6.3,14.2,3061145,0.487,0.628,0.654,0.653,0.415,0.379,NA,NA,42,52,6,0.55,250,104,3,0.55,45,0.33,5,NA,65,60,17.3
"365","Greece",1998,9,"Simitis II",908,14.1958198547363,50.9382209777832,10.8402795791626,16.0079498291016,58.86622,17.884857421875,3.36368346214294,4.76622581481934,100,2,0,78.6999969482422,1297,0,1998,18.0014801025391,9.59771969169378,1,0,0,0,0,10.3000001907349,4.40000009536743,0.100000001490116,0.400000005960464,2.89254999160767,27.3999996185303,103.746002197266,98.1319427490234,3.54047966003418,4.31208753585815,8.48166656494141,683,621.5,NA,"GRC",19,300,27.2,6.5,6.4,14.4,3241753,0.49,0.629,0.655,0.654,NA,NA,NA,NA,42,52,6,0.56,250,104,3,0.56,45,0.33,5,NA,65,60,17.2
"366","Greece",1999,9,"Simitis II",908,14.2660856246948,56.5611686706543,11.8528699874878,16.3129501342773,59.60761,18.49396484375,3.41939163208008,2.63663840293884,100,2,0,78.6999969482422,1297,0,1999,19.5,9.59771969169378,1,0,0,0,0,10.3999996185303,4.59999990463257,0.200000002980232,0.400000005960464,3.02772998809814,26.7999992370605,103.560997009277,101.923942565918,3.40469455718994,4.21625757217407,6.30833339691162,NA,626.099975585938,NA,"GRC",19,300,26.3,5.9,5.8,14.6,3403841,0.486,0.63,0.659,0.655,0.467,0.418,NA,NA,42,52,6,0.51,250,104,3,0.51,45,0.33,5,NA,65,60,17.3
"367","Greece",2000,9,"Simitis II",908,14.924822807312,65.3311920166016,11.2470798492432,16.6318607330322,60.00444,20.037818359375,4.4774055480957,3.15117740631104,100,2,0,78.3000030517578,1297,1,2000,21,9.59771969169378,1,0,0,0,0,10.1999998092651,4.80000019073486,0.200000002980232,0.400000005960464,3.22126007080078,26.5,108.926002502441,115.701507568359,2.87494587898254,3.45363807678223,6.10833311080933,NA,630.599975585938,NA,"GRC",19,300,26.5,6,6,14.6,3557014,0.488,0.632,0.661,0.658,NA,NA,NA,NA,42,52,6,0.52,250,104,3,0.52,45,0.33,5,NA,65,60,17.25
"368","Greece",2001,9,"Simitis III",909,15.5060482025146,63.2626991271973,10.4417695999146,17.2420101165771,60.85155,21.023013671875,4.19717454910278,3.37396645545959,80.5999984741211,2,0,78.3000030517578,1427,1,2001,22.5,12.6385221481323,1,0,0,0,0,10.8999996185303,5.40000009536743,0.300000011920929,0.400000005960464,3.36457991600037,25.7999992370605,109.68399810791,118.457801818848,1.45904350280762,1.86948454380035,5.30416679382324,698,635.200012207031,NA,"GRC",19,300,27.5,6.5,6.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,52,6,0.54,250,104,3,0.54,45,0.33,5,NA,65,60,17.6
"369","Greece",2002,9,"Simitis III",909,15.583233833313,57.550178527832,9.93293476104736,17.5635108947754,61.74524,22.115265625,3.43940734863281,3.62936282157898,80.5999984741211,2,0,78.3000030517578,1427,1,2002,24,12.6385221481323,1,0,0,0,0,10.6000003814697,5.30000019073486,0.200000002980232,0.400000005960464,3.42429995536804,25.5,109.198997497559,117.916542053223,0.392131209373474,0.89253431558609,5.12249994277954,NA,647.900024414062,65,"GRC",19,300,28.5,7,7,14.5,11575,0.479,0.626,0.649,0.652,0.447,0.403,NA,NA,42,52,6,0.61,250,104,3,0.61,45,0.33,5,NA,65,60,17.65
"370","Greece",2003,9,"Simitis III",909,15.9962224960327,54.0295295715332,9.34354114532471,17.8740005493164,62.17613,21.875703125,5.94379043579102,3.53065085411072,80.5999984741211,2,0,78.3000030517578,1427,1,2003,25.5,12.6385221481323,1,0,0,0,0,10.3999996185303,5.40000009536743,0.100000001490116,0.400000005960464,3.42933988571167,25.2999992370605,105.777000427246,112.639091491699,-1.03716456890106,-1.4278918504715,4.26749992370605,NA,660.700012207031,NA,"GRC",19,300,28.7,7.1,7,14.6,11908,0.476,0.618,0.644,0.644,NA,NA,NA,NA,42,52,6,0.62,250,104,3,0.62,45,0.33,5,NA,65,60,17.7
"371","Greece",2004,9,"Simitis III",909,15.727466583252,56.5922317504883,10.2152099609375,18.1423492431641,64.92197,22.557154296875,4.36760425567627,2.89884805679321,80.5999984741211,2,0,89.0999984741211,1427,1,2004,27,12.6385221481323,1,0,0,0,0,10.5,5.19999980926514,0.100000001490116,0.400000005960464,3.66719007492065,24.5,108.624000549316,115.054191589355,-2.81900978088379,-3.70293879508972,4.2558331489563,740,673.400024414062,NA,"GRC",19,300,29.3,7.3,7.3,14.6,12525,0.48,0.624,0.65,0.65,0.451,0.403,NA,NA,42,52,6,0.64,250,104,3,0.64,45,0.33,5,NA,65,60,17.9
"372","Greece",2005,9,"Karamanlis Kos I",910,14.1264171600342,55.7096405029297,9.63085174560547,18.3629302978516,65.1529,22.636130859375,2.27989220619202,3.54507303237915,0,2,0,89.0999984741211,1300,1,2005,28.5,15.6426334381104,0,1,0,0,0,11.1000003814697,5.80000019073486,0.100000001490116,0.400000005960464,3.96395993232727,24.6000003814697,110.571998596191,115.535522460938,-1.17910146713257,-2.05695343017578,3.58500003814697,754,686.099975585938,65,"GRC",19,300,29.5,7.4,7.4,14.7,12873.04,0.476,0.619,0.645,0.645,0.457,NA,NA,NA,42,52,6,0.65,250,104,3,0.65,45,0.33,5,NA,65,60,18.15
"373","Greece",2006,9,"Karamanlis Kos I",910,14.6633758544922,56.5120391845703,8.75,18.5248394012451,65.93308,23.77856640625,5.51120567321777,3.19594597816467,0,2,0,89.0999984741211,1300,1,2006,30,15.6426334381104,0,1,0,0,0,10,6,0.100000001490116,0.400000005960464,NA,24.7000007629395,107.675003051758,121.522705078125,-1.52426326274872,-3.82926678657532,4.07000017166138,768,698.900024414062,NA,"GRC",19,300,30,7.6,7.6,14.8,13868.23,0.48,0.632,0.65,0.659,0.445,0.403,NA,NA,42,52,6,0.66,250,104,3,0.66,45,0.33,5,NA,65,60,18.45
"374","Greece",2007,9,"Karamanlis Kos I",910,15.260347366333,60.5354690551758,8.09307956695557,18.6061096191406,66.06634,23.639759765625,3.53797173500061,2.89500093460083,0,2,0,86.5,1300,1,2007,31.5,15.6426334381104,0,1,0,0,0,10.1000003814697,5.90000009536743,0.200000002980232,0.5,NA,24.5,105.674003601074,119.293800354004,-2.21386313438416,-5.50708770751953,4.5,780,709.799987792969,NA,"GRC",19,300,29.3,7.3,7.2,14.9,14990.3,0.483,0.633,0.654,0.659,0.43,NA,NA,NA,42,52,6,0.63,250,104,3,0.63,45,0.33,5,NA,65,60,18.4
"375","Greece",2008,9,"Karamanlis Kos II",911,16.7252960205078,62.6997909545898,7.23007583618164,18.6751308441162,66.37428,24.586103515625,-0.214332953095436,4.15279626846313,10.1350002288818,2,0,86.5,736,1,2008,33,12.0192308425903,0,1,0,0,0,10.3999996185303,6.09999990463257,0.100000001490116,0.5,NA,24,110.616996765137,122.432441711426,-5.10998964309692,-8.08003997802734,4.80249977111816,783.5,713,65,"GRC",19,300,29.6,7.4,7.3,14.9,15136.23,0.484,0.633,0.655,0.66,0.444,0.4,NA,NA,42,52,6,0.64,250,104,3,0.64,45,0.33,5,NA,65,60,18.8
"376","Greece",2009,9,"Karamanlis Kos II",911,18.1105136871338,49.7366409301758,8.8966703414917,18.8019695281982,67.19704,24.484486328125,-3.13610792160034,1.21007394790649,10.1350002288818,2,0,82.9000015258789,736,1,2009,34.5,12.0192308425903,0,1,0,0,0,10.8999996185303,6.5,0.200000002980232,0.699999988079071,NA,NA,127.022003173828,138.320388793945,-10.6939096450806,-12.269847869873,5.17416667938232,NA,NA,NA,"GRC",19,300,29.6,7.3,7.3,14.9,16804.84,0.495,0.647,0.67,0.674,0.43,0.388,NA,NA,42,52,6,0.63,250,104,3,0.63,45,0.33,5,NA,65,60,19.15
"377","Greece",2010,9,"Papandreou G",912,18.1236686706543,51.8828506469727,11.8309001922607,19.0979995727539,67.5154,23.8718125,-4.94242238998413,4.71298170089722,77.2366638183594,2,0,82.9000015258789,766,1,2010,36,8.73936557769775,1,0,0,0,0,NA,NA,NA,NA,NA,NA,147.839004516602,157.30419921875,-5.19619464874268,-4.55330991744995,9.09166622161865,NA,NA,NA,"GRC",19,300,29.2,7.3,7.3,14.5,18541.42,0.497,0.648,0.673,0.675,0.391,0.352,NA,NA,42,52,6,0.63,250,104,3,0.63,45,0.33,5,NA,65,61,19.45
"378","Greece",2011,9,"Papandreou G",912,19.2349643707275,55.4913482666016,16.3236408233643,19.4983806610107,69.92147,22.20720703125,-7.10483598709106,3.32987022399902,77.2366638183594,2,0,82.9000015258789,766,1,2011,37.5,8.73936557769775,1,0,0,0,0,NA,NA,NA,NA,NA,25.3999996185303,NA,179.868118286133,-2.78725695610046,0.528031408786774,15.7491664886475,739.400024414062,672.900024414062,NA,"GRC",19,300,NA,7.4,7.3,NA,NA,0.506,0.658,0.678,0.685,0.444,0.398,NA,NA,42,52,6,NA,250,104,3,NA,45,0.33,5,NA,65,62,NA
"379","Ireland",1970,11,"Lynch II",1105,9.26428985595703,74.4080276489258,5.85585594177246,11.1525402069092,43.0622,7.1822119140625,2.66077065467834,8.24700832366943,5.22499990463257,1,0,76.9000015258789,1351,1,1970,0,10.3000001907349,0,0,0,0,1,NA,NA,NA,NA,NA,54.4000015258789,NA,NA,-0.624097228050232,NA,NA,424.100006103516,390.200012207031,NA,"IRL",9,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,0.67,NA,NA,NA,0.89,NA,NA,13.7
"380","Ireland",1971,11,"Lynch II",1105,9.51379013061523,72.3562164306641,6.88376998901367,11.081259727478,43.89157,7.479552734375,3.46988773345947,8.98439025878906,5.22499990463257,1,0,76.9000015258789,1351,1,1971,0,10.3000001907349,0,0,0,0,1,NA,NA,NA,NA,4.49089002609253,54.4000015258789,NA,NA,-0.599236726760864,NA,9.2383337020874,427.100006103516,392.899993896484,NA,"IRL",9,372,NA,7.6,7.4,NA,1244,0.244,0.467,0.244,0.443,0.244,0.356,0.271,0.398,48,52,3,0.75,156,999,3,0.66,17,NA,0,0.92,70,70,13.7
"381","Ireland",1972,11,"Lynch II",1105,9.2960901260376,67.4247817993164,6.21062088012695,11.0449695587158,43.762,7.8039384765625,6.48980808258057,8.64043140411377,5.22499990463257,1,0,76.9000015258789,1351,1,1972,0,10.3000001907349,0,0,0,0,1,NA,NA,NA,NA,4.62153005599976,54.7000007629395,NA,NA,-0.609590768814087,NA,9.0716667175293,433.799987792969,399.100006103516,NA,"IRL",9,372,NA,7.8,7.5,NA,1412,0.24,0.449,0.24,0.427,0.225,0.341,0.267,0.391,48,52,3,0.78,156,999,3,0.68,18,NA,0,0.95,70,70,13.7
"382","Ireland",1973,11,"Lynch II",1105,10.166600227356,74.9672393798828,5.70918798446655,10.9990196228027,44.18164,8.12368603515625,4.72142839431763,11.3966207504272,5.22499990463257,2,0,76.5999984741211,1351,1,1973,0,10.3000001907349,0,0,0,0,1,NA,NA,NA,NA,4.61316013336182,54.4000015258789,NA,NA,-0.971290528774261,NA,10.7174997329712,442.100006103516,406.700012207031,NA,"IRL",9,372,22.3,7.7,7.4,7.1,1619,0.235,0.457,0.235,0.438,0.218,0.328,0.262,0.378,48,52,3,0.77,156,999,3,0.67,18,0.5,0,0.98,70,70,13.7
"383","Ireland",1974,11,"Cosgrave L",1106,11.4209203720093,89.8701782226562,5.38869190216064,10.9475002288818,44.63119,8.09218798828125,4.26022958755493,17.0663681030273,22.8299999237061,2,0,76.5999984741211,1574,1,1974,0.00147928996011615,9,0.260273963212967,0.739726006984711,0,0,0,NA,NA,NA,NA,4.69074010848999,55.0999984741211,NA,53.9734802246094,-3.96264004707336,NA,14.6199998855591,458.5,421.799987792969,NA,"IRL",9,372,22.4,7.8,7.3,7.2,1836,0.469,0.738,0.469,0.701,0.23,0.332,0.269,0.398,48,26,12,0.78,156,999,12,0.68,19,0.5,0,0.85,70,70,13.7
"384","Ireland",1975,11,"Cosgrave L",1106,12.7399797439575,83.3036575317383,9.32695579528809,10.8907804489136,45.83647,8.6527099609375,5.65664577484131,20.1903991699219,22.8299999237061,2,0,76.5999984741211,1574,1,1975,0.0118343196809292,9,0.260273963212967,0.739726006984711,0,0,0,NA,NA,NA,NA,NA,56.5999984741211,NA,59.5911750793457,-7.57396459579468,NA,13.9674997329712,466.700012207031,429.399993896484,NA,"IRL",9,372,23.4,8.2,7.7,7.5,2389,0.514,0.779,0.514,0.747,0.257,0.328,0.304,0.455,48,26,12,0.79,156,999,12,0.69,20,0.5,0,0.88,70,70,13.7
"385","Ireland",1976,11,"Cosgrave L",1106,12.6858901977539,91.1759490966797,9.09090900421143,10.8426303863525,46.95238,8.8306083984375,1.39480793476105,17.9064769744873,22.8299999237061,2,0,76.5999984741211,1574,1,1976,0.0399408265948296,9,0.260273963212967,0.739726006984711,0,0,0,NA,NA,NA,NA,4.30075979232788,57.5999984741211,NA,63.9284019470215,-3.08904337882996,NA,14.6133337020874,471.100006103516,433.399993896484,NA,"IRL",9,372,24.2,9,7.8,7.4,2857,0.495,0.748,0.495,0.719,0.258,0.326,0.306,0.453,48,65,12,0.82,156,999,12,0.71,21,0.5,0,0.9,70,70,13.7
"386","Ireland",1977,11,"Cosgrave L",1106,11.7684202194214,98.6119537353516,8.80916309356689,10.8190698623657,47.91282,9.223482421875,8.21129989624023,13.472222328186,22.8299999237061,2,0,76.3000030517578,1574,1,1977,0.0946745574474335,9,0.260273963212967,0.739726006984711,0,0,0,NA,NA,NA,NA,5.09040021896362,58.2000007629395,NA,61.0605316162109,-2.15825796127319,NA,12.8866662979126,489.899993896484,450.700012207031,NA,"IRL",9,372,23.3,8.5,7.4,7.4,3351,0.447,0.704,0.447,0.677,0.253,0.326,0.321,0.451,48,65,12,0.81,156,999,12,0.7,22,0.5,0,0.93,70,70,13.7
"387","Ireland",1978,11,"Lynch III",1107,11.4018497467041,100.634498596191,8.2914571762085,10.7724800109863,47.39726,10.0161025390625,7.18672847747803,7.7111382484436,0,2,0,76.3000030517578,890,1,1978,0.184911236166954,4.09999990463257,0,0,0,0,1,NA,NA,NA,NA,5.07267999649048,58.9000015258789,NA,62.9801406860352,-3.78636407852173,NA,12.8341665267944,512.900024414062,471.899993896484,NA,"IRL",9,372,23.1,8.5,7.4,7.2,3847,0.425,0.68,0.425,0.657,0.254,0.318,0.32,0.439,48,65,12,0.82,156,999,12,0.71,23,0.5,0,0.93,70,70,13.7
"388","Ireland",1979,11,"Lynch III",1107,11.3213500976562,105.014701843262,6.82591104507446,10.7482204437256,49.07448,10.424732421875,3.07303619384766,13.2954549789429,0,2,0,76.3000030517578,890,1,1979,0.319526612758636,4.09999990463257,0,0,0,0,1,NA,NA,NA,NA,5.29339981079102,58.7999992370605,NA,68.0341644287109,-5.00080442428589,NA,15.0649995803833,534.200012207031,491.5,NA,"IRL",9,372,24.6,8.9,7.5,8.2,4432,0.598,0.817,0.598,0.817,0.279,0.321,0.325,0.442,48,65,14,0.78,156,999,14,0.67,24,0.3,0,0.86,70,70,13.9
"389","Ireland",1980,11,"Haughey I",1108,12.602689743042,101.69750213623,7.3863639831543,10.7321395874023,49.1674,11.2163046875,3.07932925224304,18.1544628143311,4.73000001907349,2,0,76.3000030517578,566,1,1980,0.507396459579468,4.09999990463257,0,0,0,0,1,4.40000009536743,6.69999980926514,NA,NA,5.32752990722656,58.4000015258789,NA,69.4734115600586,-5.54001331329346,-7.16915082931519,15.352499961853,545.200012207031,501.600006103516,NA,"IRL",9,372,25.8,9.3,7.7,8.8,5164,0.588,0.822,0.588,0.822,0.31,0.363,0.362,0.492,48,65,14,0.82,156,999,14,0.69,25,0.29,0,0.86,70,70,14.15
"390","Ireland",1981,11,"Haughey I",1108,13.6077098846436,100.468101501465,10.4956703186035,10.717399597168,50.86146,11.365708984375,3.3252158164978,20.373514175415,4.73000001907349,2,0,76.1999969482422,566,1,1981,0.757396459579468,4.09999990463257,0,0,0,0,1,4.5,6.40000009536743,NA,NA,5.73776006698608,57.9000015258789,81.7959976196289,73.9207305908203,-5.69106721878052,-6.86095476150513,17.2674999237061,542.200012207031,498.799987792969,NA,"IRL",9,372,26.7,9.4,8,9.2,6026,0.539,0.786,0.539,0.786,0.335,0.4,0.393,0.543,48,65,14,0.86,156,999,14,0.74,26,0.28,0,0.87,70,70,14.2
"391","Ireland",1982,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39492988586426,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRL",9,372,28.9,10.3,8.7,9.9,6809,0.598,0.847,0.596,0.847,0.401,0.467,0.466,0.634,48,65,12,NA,156,999,12,NA,27,0.33,0,0.88,70,70,14.25
"392","Ireland",1983,11,"Fitzgerald II",1109,16.2850494384766,97.1102676391602,14.0354900360107,10.7560596466064,53.82151,11.0510068359375,-0.244301155209541,10.4756174087524,15.5140008926392,2,0,72.8000030517578,1547,0,1983,1.47928988933563,10.6849021911621,0.18604651093483,0.813953459262848,0,0,0,4.90000009536743,6,NA,NA,5.45199012756348,58.4000015258789,97.1470031738281,92.9430160522461,-3.35045909881592,-2.47467660903931,13.9041662216187,530.400024414062,488,NA,"IRL",9,372,26.5,9.1,7.9,9.5,7606,0.481,0.718,0.479,0.718,0.38,0.437,0.439,0.593,48,65,12,0.85,156,999,12,0.73,28,0.33,0,0.87,70,70,14.3
"393","Ireland",1984,11,"Fitzgerald II",1109,16.1112003326416,107.921501159668,15.5953502655029,10.7962598800659,54.66908,11.203671875,4.35437250137329,8.61035442352295,15.5140008926392,2,0,72.8000030517578,1547,0,1984,1.96893489360809,10.6849021911621,0.18604651093483,0.813953459262848,0,0,0,4.69999980926514,5.69999980926514,NA,NA,5.28698015213013,58.2999992370605,102.717002868652,97.0542449951172,-1.24441468715668,-0.461119741201401,14.6125001907349,518.200012207031,476.700012207031,NA,"IRL",9,372,25.4,8.2,7.4,9.8,8443,0.475,0.715,0.475,0.715,0.391,0.451,0.452,0.612,48,65,18,0.84,156,999,18,0.72,29,NA,0,1,65,65,14.35
"394","Ireland",1985,11,"Fitzgerald II",1109,16.491849899292,107.191802978516,16.742769241333,10.8192100524902,55.36971,11.555330078125,3.08561491966248,5.46914196014404,15.5140008926392,2,0,72.8000030517578,1547,0,1985,2.55621290206909,10.6849021911621,0.18604651093483,0.813953459262848,0,0,0,4.59999990463257,5.59999990463257,1,3.29999995231628,5.25361013412476,55.4000015258789,104.592002868652,99.9753952026367,-1.82841169834137,-1.21470141410828,12.7799997329712,501.600006103516,461.5,NA,"IRL",9,372,25.9,8.3,7.5,10.1,9038,0.486,0.732,0.486,0.732,0.395,0.454,0.457,0.617,48,65,18,0.84,156,999,18,0.72,30,0.41,0,1,65,65,14.4
"395","Ireland",1986,11,"Fitzgerald II",1109,17.1802997589111,96.4195098876953,17.1471900939941,10.8443899154663,55.52504,12.4563828125,-0.428330510854721,3.75832533836365,15.5140008926392,2,0,72.8000030517578,1547,0,1986,3.25,10.6849021911621,0.18604651093483,0.813953459262848,0,0,0,4.69999980926514,5.5,1.10000002384186,3.29999995231628,5.30650997161865,52.7999992370605,104.351997375488,111.104270935059,-2.03196954727173,-0.304606735706329,11.2224998474121,482.700012207031,444.100006103516,NA,"IRL",9,372,25.4,8.1,7.1,10.2,9728,0.462,0.697,0.462,0.697,0.388,0.446,0.447,0.606,48,65,18,NA,NA,999,18,NA,30,NA,0,0.89,65,65,14.3
"396","Ireland",1987,11,"Fitzgerald II",1109,16.7399806976318,100.159698486328,16.965030670166,10.9793996810913,56.59966,13.3560625,4.66309118270874,3.16368627548218,15.5140008926392,2,0,73.3000030517578,1547,0,1987,4.05621290206909,10.6849021911621,0.18604651093483,0.813953459262848,0,0,0,4.59999990463257,5.09999990463257,1.10000002384186,3.20000004768372,5.53432989120483,51.2999992370605,106.96199798584,112.398918151855,-0.000577291008085012,1.59695196151733,11.2591667175293,468.600006103516,431.100006103516,NA,"IRL",9,372,24.6,7.5,6.8,10.2,10192,0.387,0.633,0.385,0.633,0.392,0.45,0.452,0.611,48,65,18,NA,208,999,18,NA,31,0.39,0,0.89,65,65,14.85
"397","Ireland",1988,11,"Haughey III",1110,16.0827503204346,106.918296813965,16.3839702606201,11.0514402389526,56.68153,13.79056640625,5.21741437911987,2.13333344459534,0,2,0,73.3000030517578,855,1,1988,4.96893501281738,8.28125,0,0,0,0,1,4.40000009536743,4.69999980926514,1.10000002384186,2.90000009536743,5.02116012573242,51.5999984741211,102.269996643066,107.142059326172,3.31933689117432,4.30864334106445,9.36083316802979,466.899993896484,429.5,NA,"IRL",9,372,24.4,7.4,6.8,10.1,10654,0.37,0.614,0.367,0.614,0.38,0.445,0.439,0.604,48,65,18,0.84,208,999,18,0.73,32,NA,0,0.9,65,65,14.9
"398","Ireland",1989,11,"Haughey III",1110,14.2097101211548,115.302001953125,15.1933898925781,11.2659997940063,56.06736,14.5440869140625,5.81391954421997,4.09051370620728,0,2,0,68.5,855,1,1989,5.97929000854492,8.28125,0,0,0,0,1,4.09999990463257,4.5,1,2.59999990463257,4.7177300453186,53,92.4029998779297,97.8953323364258,4.63081836700439,4.78287744522095,9.17000007629395,476.799987792969,438.700012207031,NA,"IRL",9,372,24.3,7.4,7,10,11053,0.36,0.595,0.358,0.642,0.369,0.437,0.427,0.594,48,65,18,0.85,208,999,18,0.74,33,0.35,0,0.9,65,65,14.8
"399","Ireland",1990,11,"Haughey IV",1111,12.3967771530151,107.648300170898,13.0319700241089,11.3902397155762,56.07509,15.9186357421875,8.46652793884277,3.34448170661926,0,2,0,68.5,944,1,1990,7.07840251922607,10.9573070108891,0,0,0,0.0722891539335251,0.927710831165314,4.09999990463257,4.30000019073486,1,2.09999990463257,4.60516977310181,52.2000007629395,86.8140029907227,93.2435455322266,4.52945899963379,5.02356433868408,10.2741670608521,490.600006103516,451.399993896484,NA,"IRL",9,372,24.2,7.3,6.9,9.9,11519,0.352,0.586,0.35,0.635,0.361,0.429,0.417,0.584,48,65,18,NA,NA,999,18,NA,34,0.35,0,0.94,65,65,15.15
"400","Ireland",1991,11,"Haughey IV",1111,13.0816020965576,108.804298400879,14.755069732666,11.4358701705933,57.37705,15.9756630859375,1.9296395778656,3.15533971786499,0,2,0,68.5,944,1,1991,8.25739669799805,10.9573070108891,0,0,0,0.0722891539335251,0.927710831165314,4.19999980926514,4.69999980926514,0.899999976158142,2.40000009536743,4.78744983673096,52.2999992370605,84.5749969482422,94.6161804199219,4.11844873428345,5.44617557525635,9.37416648864746,500.100006103516,460.100006103516,NA,"IRL",9,372,24.1,7.3,6.9,10,12008,0.35,0.589,0.349,0.641,0.367,0.435,0.42,0.586,48,65,18,NA,260,999,18,NA,35,0.35,0,0.88,65,65,15.25
"401","Ireland",1992,11,"Haughey IV",1111,13.5379333496094,111.72380065918,15.1733303070068,11.4398403167725,58.05195,17.03248828125,3.34327435493469,3.05882358551025,0,2,0,68.5,944,1,1992,9.50739669799805,10.9573070108891,0,0,0,0.0722891539335251,0.927710831165314,4.19999980926514,4.90000009536743,1.10000002384186,2.70000004768372,5.01064014434814,52.4000015258789,82.5879974365234,91.6158065795898,3.56642365455627,5.85621356964111,9.31666660308838,501,460.899993896484,NA,"IRL",9,372,25.1,7.3,6.9,10.8,12532,0.338,0.581,0.372,0.634,0.358,0.432,0.41,0.573,39,65,18,NA,260,999,18,NA,36,NA,0,0.88,65,65,15.4
"402","Ireland",1993,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12066984176636,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRL",9,372,24.2,6.5,6,11.7,13187,0.337,0.578,0.337,0.632,0.362,0.458,0.416,0.573,39,65,18,0.76,260,999,18,0.65,13,0.31,0,0.88,65,65,15.2
"403","Ireland",1994,11,"Reynolds II",1112,13.2147302627563,129.470397949219,14.8174200057983,11.4150199890137,59.57131,18.72547265625,5.75582695007324,2.3630907535553,33.2599983215332,2,0,68.5,702,0,1994,12.184910774231,9.03702988475561,0.326732665300369,0,0,0,0.673267304897308,4,4.90000009536743,1.29999995231628,2.5,5.1939001083374,49.7000007629395,78.879997253418,88.7331161499023,3.6743495464325,7.17372274398804,8.04333305358887,506.200012207031,465.700012207031,NA,"IRL",9,372,24.7,6.7,6.3,11.7,13550,0.338,0.584,0.338,0.633,0.355,0.452,0.408,0.566,39,65,18,0.78,260,999,18,0.68,14,0.31,0,0.89,65,65,15.6
"404","Ireland",1995,11,"Bruton",1113,10.8490715026855,139.109802246094,12.2378597259521,11.4134998321533,59.93554,21.251349609375,9.63442230224609,2.52839875221252,37.3499984741211,2,0,68.5,924,1,1995,13.5946741104126,6.95063806325197,0.402439028024673,0.548780500888824,0,0,0,3.59999990463257,4.80000019073486,1.29999995231628,2.29999995231628,4.87649011611938,48.0999984741211,72.1750030517578,81.1685180664062,2.74922847747803,5.11721134185791,8.22583293914795,517.900024414062,476.5,NA,"IRL",9,372,25,7,6.5,11.5,13775,0.354,0.605,0.354,0.655,0.351,0.449,0.403,0.561,39,65,18,0.8,260,999,18,0.69,15,0.31,0,0.88,65,65,15.35
"405","Ireland",1996,11,"Bruton",1113,10.4512615203857,142.556106567383,11.9484701156616,11.4117097854614,61.43875,22.513359375,9.70199775695801,1.71551108360291,37.3499984741211,2,0,68.5,924,1,1996,15.0399408340454,6.95063806325197,0.402439028024673,0.548780500888824,0,0,0,3.29999995231628,4.59999990463257,1.29999995231628,2.09999990463257,4.75987005233765,45.2000007629395,64.6230010986328,72.7761001586914,3.92462062835693,5.22103309631348,7.24916648864746,512.599975585938,471.600006103516,NA,"IRL",9,372,32.6,10.4,10.8,11.4,14151,0.305,0.586,0.319,0.591,0.346,0.441,0.399,0.552,39,65,3,0.92,260,999,3,0.92,16,0.31,0,0.88,65,65,15.65
"406","Ireland",1997,11,"Bruton",1113,10.5323915481567,145.708297729492,10.3873996734619,11.3537101745605,62.57655,24.909462890625,11.271728515625,1.41719377040863,37.3499984741211,2,0,65.9000015258789,924,1,1997,16.5118350982666,6.95063806325197,0.402439028024673,0.548780500888824,0,0,0,3,4.69999980926514,1.20000004768372,1.70000004768372,NA,45.2000007629395,57.306999206543,71.7569580078125,4.88352489471436,4.79896783828735,6.2558331489563,533.900024414062,491.200012207031,NA,"IRL",9,372,33.8,11.1,11.4,11.3,14608,0.304,0.585,0.308,0.577,0.339,0.436,0.39,0.545,39,65,3,0.98,260,999,3,0.98,17,0.31,0,0.88,65,65,15.8
